station,weight,latitude,longitude,elevation,leaflabel
3066,USC00505770,5.0,62.9583,-155.5903,91.4,172.0
14287,USC00516588,66.0,19.0647,-155.5886,245.7,2.0
28933,USC00514928,11.0,20.1167,-155.5833,298.7,2.0
3545,USW00026534,12.0,61.1,-155.5833,484.0,169.0
3113,USC00516198,58.0,19.5361,-155.5767,3398.5,2.0
7213,USW00021514,7.0,19.5353,-155.5761,3407.4,2.0
3108,USC00514938,52.0,20.1333,-155.5667,91.4,2.0
21658,USC00512249,0.0,19.1333,-155.5667,409.0,2.0
3155,USR0000APOO,20.0,64.105,-155.5583,285.0,172.0
18375,USW00021508,3.0,19.76,-155.5536,1798.3,2.0
21641,USC00508666,28.0,61.1,-155.55,481.6,169.0
10704,USR0000HPTA,6.0,19.6828,-155.5453,1959.9,2.0
21656,USC00511460,9.0,19.1333,-155.5333,100.9,2.0
21673,USC00518063,0.0,19.7494,-155.5267,1984.6,2.0
18024,USC00518600,31.0,19.1336,-155.5114,24.4,2.0
6876,USC00517437,2.0,19.2036,-155.4858,332.2,2.0
14245,USC00508044,2.0,64.7425,-155.4842,121.9,172.0
10592,USC00511856,4.0,20.085,-155.4825,329.2,2.0
25293,USC00517421,73.0,19.1986,-155.4778,256.0,2.0
18016,USC00516183,2.0,19.8167,-155.4667,4198.0,2.0
25274,USC00510840,70.0,20.1,-155.4667,140.5,2.0
3109,USC00515018,5.0,19.5833,-155.455,2529.8,2.0
21634,USC00508039,11.0,64.7333,-155.4333,214.9,172.0
6850,USC00512182,8.0,19.7167,-155.4333,2037.6,2.0
14289,USC00517204,14.0,20.0833,-155.4333,126.5,2.0
6848,USC00511060,0.0,19.9333,-155.4,1759.9,2.0
14293,USC00518780,0.0,19.9833,-155.3833,1043.0,2.0
21672,USC00517312,4.0,20.0386,-155.3683,243.8,2.0
3222,USR0000HKEA,11.0,19.4756,-155.3628,1706.9,2.0
10703,USR0000HKMO,13.0,19.4736,-155.3589,1682.5,2.0
21768,USR0000HHAK,10.0,19.8211,-155.3306,1950.7,2.0
28935,USC00515011,43.0,19.5494,-155.3011,1575.8,2.0
25292,USC00516725,0.0,19.8667,-155.3,1556.0,2.0
18098,USR0000HPAL,13.0,19.3175,-155.2922,847.3,2.0
10610,USC00517131,44.0,20.0167,-155.2833,131.1,2.0
21655,USC00511303,63.0,19.4297,-155.2561,1210.4,2.0
25286,USC00515427,5.0,19.9878,-155.2408,140.2,2.0
25280,USC00514459,14.0,19.9697,-155.2364,301.8,2.0
3101,USC00511487,0.0,19.6833,-155.1667,487.7,2.0
6863,USC00514632,0.0,19.7333,-155.15,454.2,2.0
28921,USC00510740,12.0,19.4833,-155.15,702.0,2.0
3102,USC00511960,25.0,19.85,-155.15,335.3,2.0
6859,USC00513510,22.0,19.68,-155.1433,359.7,2.0
6847,USC00510746,13.0,19.5189,-155.1414,670.6,2.0
6873,USC00516546,8.0,19.5333,-155.1333,583.7,2.0
17996,USC00510905,33.0,19.9,-155.1333,48.8,2.0
3088,USC00508047,3.0,64.8694,-155.1178,78.9,172.0
10593,USC00511955,0.0,19.8667,-155.1167,107.0,2.0
25291,USC00516552,65.0,19.5486,-155.11,466.3,2.0
6874,USC00516560,4.0,19.5333,-155.1,481.6,2.0
3100,USC00511270,2.0,19.6667,-155.1,177.1,2.0
10612,USC00518000,13.0,19.85,-155.0833,31.1,2.0
14272,USC00511484,55.0,19.7333,-155.0833,11.9,2.0
3500,USW00021515,7.0,19.645,-155.0828,189.6,2.0
18011,USC00515102,6.0,19.5917,-155.0819,292.6,2.0
21669,USC00517026,14.0,19.6,-155.0667,198.1,2.0
3499,USW00021504,63.0,19.7192,-155.0531,11.6,2.0
7212,USW00021503,1.0,19.7167,-155.05,11.9,2.0
10598,USC00513872,15.0,19.6328,-155.0339,67.1,2.0
6854,USC00512894,0.0,19.3333,-155.0333,3.0,2.0
3116,USC00517023,58.0,19.6333,-155.0333,85.0,2.0
23112,KRW00060502,0.0,-4.05,-154.9833,7.0,2.0
14290,USC00517457,0.0,19.515,-154.9644,184.4,2.0
6858,USC00513455,20.0,19.4333,-154.9333,-999.9,2.0
11028,USW00025506,72.0,59.7494,-154.9089,43.6,169.0
6857,USC00513370,0.0,19.5,-154.8833,-999.9,2.0
6802,USC00505010,4.0,59.4167,-154.8667,36.9,169.0
6856,USC00513367,15.0,19.5167,-154.85,-999.9,2.0
3104,USC00513368,8.0,19.5014,-154.8222,6.1,2.0
6845,USC00510298,2.0,19.5167,-154.8,20.1,2.0
6803,USC00505021,2.0,64.9333,-154.6667,56.4,172.0
3091,USC00508171,3.0,62.9167,-154.6167,-999.9,172.0
25303,USR0000ABOO,16.0,57.2678,-154.565,52.1,163.0
21620,USC00503933,48.0,59.555,-154.4983,36.6,169.0
28912,USC00509005,10.0,60.2167,-154.3667,92.0,169.0
21631,USC00506419,6.0,63.0181,-154.3639,125.9,172.0
28958,USR0000ANOR,18.0,66.8333,-154.3333,243.8,172.0
21699,USR0000APAL,20.0,60.1958,-154.32,79.2,169.0
22096,USW00026562,3.0,60.195,-154.3197,97.8,169.0
17978,USC00507570,53.0,60.2036,-154.3164,79.2,169.0
25233,USC00504683,1.0,68.45,-154.3,802.5,172.0
6805,USC00505458,5.0,56.8833,-154.25,3.0,163.0
3078,USC00506812,0.0,57.1667,-154.2333,-999.9,163.0
3052,USC00503765,29.0,66.0667,-154.2333,166.1,172.0
21639,USC00508512,19.0,56.55,-154.1333,16.2,163.0
17960,USC00504333,0.0,57.45,-154.1333,110.0,163.0
6888,USR0000AFAR,15.0,63.7233,-154.0767,236.2,172.0
21622,USC00504329,2.0,57.3667,-154.0333,113.1,163.0
25232,USC00504331,3.0,57.35,-154.0333,116.1,163.0
6804,USC00505425,19.0,57.5333,-153.9667,5.5,163.0
3157,USR0000AROU,18.0,64.6847,-153.94,173.7,172.0
28948,USR0000ACHF,11.0,57.7294,-153.9325,45.7,163.0
25235,USC00504823,2.0,58.6167,-153.9167,-999.9,163.0
28870,USC00503252,2.0,56.7167,-153.9167,4.6,163.0
10642,USR0000ASTO,17.0,61.0008,-153.8958,381.0,169.0
7262,USW00026519,28.0,62.5167,-153.8833,458.1,172.0
29357,USW00026535,10.0,66.0,-153.7,388.9,172.0
25227,USC00503910,18.0,65.9833,-153.6833,371.9,172.0
21611,USC00503009,20.0,62.5422,-153.6206,323.1,172.0
14301,USR0000ACAK,10.0,56.9992,-153.5417,30.5,163.0
21703,USR0000ATEL,20.0,63.44,-153.3567,198.1,172.0
28917,USC00509511,13.0,57.7167,-153.3167,14.9,163.0
28892,USC00506783,3.0,57.2,-153.3,15.2,163.0
14224,USC00505544,4.0,70.9167,-153.25,9.1,172.0
10549,USC00503925,7.0,59.75,-153.2333,92.0,169.0
21599,USC00501810,0.0,59.75,-153.2333,92.0,169.0
28903,USC00508400,12.0,57.35,-152.9167,3.0,163.0
3127,USR0000ABCA,9.0,58.4067,-152.8864,22.9,163.0
14242,USC00507708,6.0,57.8678,-152.8786,22.9,163.0
14264,USC00509782,15.0,57.9667,-152.7667,-999.9,163.0
3085,USC00507783,69.0,62.0911,-152.735,566.3,169.0
6821,USC00508211,1.0,59.9667,-152.7167,18.0,169.0
28904,USC00508477,1.0,59.9667,-152.6667,46.0,169.0
17931,USC00500230,64.0,66.5653,-152.6425,121.9,172.0
17935,USC00500766,3.0,58.5519,-152.6081,8.5,163.0
21600,USC00501818,1.0,60.1,-152.5833,9.1,169.0
14233,USC00506853,19.0,57.9256,-152.5011,12.2,163.0
29348,USW00025501,64.0,57.7511,-152.4856,24.4,163.0
17971,USC00505884,3.0,57.8425,-152.4586,39.6,163.0
14220,USC00504161,3.0,57.5667,-152.45,6.1,163.0
10554,USC00504984,34.0,57.8,-152.4,46.0,163.0
6844,USC00509902,6.0,57.8,-152.4,31.1,163.0
25234,USC00504812,58.0,58.1914,-152.3722,18.3,163.0
3035,USC00501763,7.0,57.6153,-152.3645,47.9,163.0
25236,USC00504991,8.0,57.8047,-152.3561,16.5,163.0
3149,USR0000ALMI,19.0,63.8933,-152.3106,225.6,172.0
17937,USC00500788,33.0,60.8142,-152.297,18.3,169.0
3543,USW00026512,45.0,63.9033,-152.2817,312.4,172.0
3145,USR0000AKAN,20.0,66.0933,-152.17,251.5,172.0
7261,USW00026508,35.0,69.3694,-152.14,81.1,172.0
22095,USW00026537,2.0,69.3667,-152.1333,103.9,172.0
11035,USW00026529,100.0,65.1744,-152.1069,69.2,172.0
3095,USC00509015,1.0,65.1667,-152.1,60.4,172.0
21615,USC00503573,30.0,61.9872,-152.0758,304.8,169.0
14219,USC00504158,9.0,60.45,-151.9167,9.1,169.0
14241,USC00507692,2.0,59.3531,-151.8356,11.0,169.0
3027,USC00500270,10.0,68.1667,-151.7667,640.1,172.0
19382,FP000091929,10.0,-16.45,-151.75,3.0,2.0
3084,USC00507640,0.0,59.2167,-151.75,3.0,169.0
14712,USW00026517,7.0,66.9,-151.7167,260.9,172.0
14709,USW00025516,16.0,59.4433,-151.7017,8.8,169.0
3092,USC00508355,7.0,59.4333,-151.7,9.1,169.0
21638,USC00508350,5.0,59.4333,-151.7,6.1,169.0
3074,USC00506441,5.0,60.05,-151.6667,36.9,169.0
21698,USR0000ANIN,17.0,60.0433,-151.6655,39.6,169.0
14259,USC00509144,1.0,59.6833,-151.65,274.9,169.0
14314,USR0000AMCK,18.0,63.6492,-151.6397,256.0,172.0
21617,USC00503672,35.0,59.7444,-151.6347,329.2,169.0
28873,USC00503670,22.0,59.6833,-151.6333,345.0,169.0
6840,USC00509858,5.0,67.4833,-151.6,366.1,172.0
10564,USC00506450,2.0,60.1,-151.5833,64.0,169.0
25225,USC00503668,1.0,59.6658,-151.5636,309.4,169.0
17961,USC00504429,11.0,59.4667,-151.55,3.0,169.0
3097,USC00509859,8.0,67.55,-151.55,363.0,172.0
7263,USW00026533,62.0,66.9161,-151.5089,195.7,172.0
7254,USW00025507,78.0,59.6419,-151.4908,19.5,169.0
25265,USC00509460,22.0,59.4356,-151.4136,19.2,169.0
3054,USC00504425,62.0,60.3667,-151.3833,21.3,169.0
10563,USC00506403,11.0,60.6833,-151.3833,33.5,169.0
25226,USC00503682,23.0,59.7161,-151.3256,156.1,169.0
28879,USC00504550,24.0,60.6692,-151.3228,38.4,169.0
3051,USC00503680,5.0,59.7,-151.3167,85.0,169.0
3544,USW00026523,79.0,60.5797,-151.2392,27.7,169.0
14256,USC00508613,1.0,60.4667,-151.2333,3.0,169.0
25685,USW00026514,58.0,61.9772,-151.2169,45.7,169.0
6794,USC00503687,3.0,59.7622,-151.2103,428.2,169.0
10630,USR0000AHOM,14.0,59.7458,-151.2083,217.9,169.0
17954,USC00503530,11.0,59.6,-151.1667,9.1,169.0
6824,USC00508615,9.0,60.4194,-151.1336,54.9,169.0
21647,USC00509494,13.0,61.0667,-151.1333,14.9,169.0
21707,USR0000AWEI,21.0,64.315,-151.0833,320.0,172.0
3030,USC00500685,20.0,61.1833,-151.0333,22.9,169.0
14189,USC00500602,7.0,59.7333,-151.0333,24.1,169.0
17983,USC00508612,8.0,60.4667,-151.0333,34.1,169.0
25687,USW00027515,15.0,70.2117,-151.0017,17.4,172.0
3128,USR0000ABNT,13.0,61.9358,-150.9858,45.7,169.0
25266,USC00509699,8.0,59.8333,-150.9667,46.0,169.0
28850,USC00500235,2.0,70.3464,-150.9283,5.2,172.0
25202,USC00500775,1.0,60.55,-150.8833,92.0,169.0
14321,USR0000ASWA,21.0,60.7278,-150.8722,85.3,169.0
10644,USR0000AWON,17.0,63.4903,-150.8714,646.2,172.0
6843,USC00509883,5.0,63.4903,-150.8697,640.1,172.0
3047,USC00503196,7.0,60.4822,-150.8056,83.8,169.0
28908,USC00508727,8.0,60.5333,-150.75,54.9,169.0
10562,USC00506227,4.0,60.5333,-150.75,75.9,169.0
10570,USC00507778,10.0,66.8236,-150.6689,291.1,172.0
6827,USC00508882,15.0,61.3333,-150.6667,-999.9,169.0
10557,USC00505644,72.0,64.9989,-150.638,82.9,172.0
6813,USC00506800,2.0,66.45,-150.5833,388.0,172.0
28963,USR0000ARUT,8.0,62.7097,-150.5397,1005.8,172.0
25264,USC00509402,0.0,62.3339,-150.5378,248.4,172.0
6835,USC00509421,16.0,60.55,-150.5333,99.1,169.0
25196,USC00500247,5.0,62.1925,-150.5033,136.9,172.0
28967,USR0000ASKI,12.0,60.4839,-150.4606,179.8,169.0
17988,USC00509349,1.0,62.3167,-150.45,143.0,172.0
18421,USW00026563,2.0,60.7236,-150.4483,86.0,169.0
10580,USC00509398,11.0,62.2622,-150.4228,129.5,172.0
3039,USC00502126,16.0,70.4322,-150.4094,1.5,172.0
3094,USC00508715,3.0,63.7333,-150.3667,-999.9,172.0
18038,USR0000AKEN,22.0,60.5917,-150.3167,121.9,169.0
25217,USC00502711,8.0,63.4258,-150.3117,1146.4,172.0
3044,USC00502665,9.0,62.5333,-150.2833,232.0,172.0
10571,USC00507891,29.0,65.5,-150.25,116.1,172.0
14260,USC00509397,3.0,62.4,-150.25,153.0,172.0
6829,USC00508970,2.0,62.3167,-150.25,131.1,172.0
14197,USC00501900,8.0,62.4,-150.25,153.0,172.0
17990,USC00509396,3.0,62.3167,-150.2333,110.0,172.0
6775,USC00502103,6.0,67.2667,-150.2333,335.9,172.0
3068,USC00505789,4.0,62.5833,-150.2333,198.1,172.0
3038,USC00502104,1.0,67.2539,-150.1875,320.0,172.0
6818,USC00507900,8.0,65.5,-150.1333,121.9,172.0
10585,USC00509860,0.0,61.7064,-150.1139,64.9,169.0
6842,USC00509869,35.0,67.4192,-150.1069,349.6,172.0
28911,USC00508884,8.0,61.9128,-150.0989,45.1,169.0
14713,USW00026528,95.0,62.32,-150.095,106.7,172.0
25253,USC00507444,16.0,61.4169,-150.0819,48.8,169.0
17944,USC00501451,2.0,61.9736,-150.0594,76.2,169.0
3070,USC00505888,1.0,62.1044,-150.0589,74.7,172.0
6841,USC00509861,32.0,61.7481,-150.0542,62.5,169.0
25270,USC00509864,12.0,61.7667,-150.05,70.1,170.0
14203,USC00502266,6.0,62.6167,-150.0333,166.1,172.0
25684,USW00026451,61.0,61.1689,-150.0278,36.6,170.0
25268,USC00509790,37.0,61.7067,-149.9978,82.3,170.0
14184,USC00500275,15.0,61.1561,-149.9847,39.9,170.0
25247,USC00506157,6.0,61.6831,-149.975,71.0,170.0
28862,USC00502149,37.0,60.4875,-149.968,114.3,170.0
14191,USC00500781,5.0,61.5667,-149.9667,54.9,170.0
11033,USW00026491,15.0,61.1781,-149.9664,27.4,170.0
10524,USC00500287,0.0,61.2044,-149.9106,10.7,170.0
14300,USR0000ABIL,11.0,61.5183,-149.9078,30.5,170.0
28860,USC00501926,37.0,62.8256,-149.9061,412.7,172.0
25198,USC00500272,5.0,61.1747,-149.905,35.7,170.0
21595,USC00501447,8.0,61.9667,-149.9,88.1,170.0
3058,USC00504887,1.0,61.0667,-149.9,45.7,170.0
14185,USC00500286,8.0,61.1939,-149.8858,25.0,170.0
18419,USW00026453,10.0,61.2167,-149.8667,25.9,170.0
18042,USR0000ASEV,24.0,65.9383,-149.855,250.9,172.0
7257,USW00026409,53.0,61.2169,-149.855,42.1,170.0
14188,USC00500594,2.0,61.1167,-149.85,49.1,170.0
17953,USC00503390,7.0,61.4,-149.85,31.1,170.0
17936,USC00500777,2.0,61.5333,-149.8333,67.1,170.0
17949,USC00503082,7.0,65.9333,-149.8333,153.0,172.0
21623,USC00504453,0.0,61.1833,-149.8167,46.0,170.0
3063,USC00505525,1.0,61.6333,-149.8167,136.9,170.0
6777,USC00502147,8.0,60.4922,-149.8089,127.7,170.0
28849,USC00500172,12.0,61.1889,-149.8056,67.1,170.0
6796,USC00503731,20.0,61.6311,-149.8019,82.9,170.0
7256,USW00026401,46.0,61.25,-149.8,58.5,170.0
22094,USW00026452,2.0,61.25,-149.8,63.1,170.0
6765,USC00500288,6.0,61.2,-149.7833,54.9,170.0
17958,USC00503871,2.0,63.1639,-149.7778,658.4,172.0
17940,USC00501220,13.0,61.1639,-149.7778,78.6,170.0
6885,USR0000ABRO,20.0,60.4833,-149.7667,190.5,170.0
6768,USC00500824,7.0,61.1333,-149.7667,139.9,170.0
17941,USC00501228,5.0,61.495,-149.7572,42.7,170.0
21590,USC00500284,7.0,61.0883,-149.7561,278.3,170.0
3087,USC00508025,8.0,61.1167,-149.75,256.0,170.0
25211,USC00502425,1.0,67.6833,-149.7333,454.2,172.0
28852,USC00500279,4.0,61.1167,-149.7333,304.8,170.0
6779,USC00502235,4.0,61.2167,-149.7333,78.9,170.0
21701,USR0000ARAB,18.0,61.0844,-149.7283,451.1,170.0
3028,USC00500281,7.0,61.1025,-149.7169,406.9,170.0
28882,USC00504943,1.0,61.4667,-149.7167,24.1,170.0
28891,USC00506769,7.0,61.2333,-149.7167,113.1,170.0
21642,USC00508886,6.0,62.75,-149.7,228.9,172.0
17952,USC00503299,37.0,61.1,-149.6936,671.2,170.0
3048,USC00503347,3.0,62.7667,-149.6833,214.0,172.0
14229,USC00505896,5.0,61.25,-149.6667,120.1,170.0
17946,USC00502144,45.0,60.3925,-149.6661,153.9,170.0
3046,USC00503163,22.0,61.2272,-149.6503,143.3,170.0
6795,USC00503720,24.0,60.8983,-149.6286,54.9,170.0
10573,USC00508375,26.0,60.1883,-149.6275,129.2,170.0
26625,FP000091938,21.0,-17.55,-149.617,3.0,2.0
14258,USC00508855,11.0,60.9167,-149.5833,-999.9,170.0
17966,USC00505136,30.0,70.3167,-149.5833,19.5,172.0
3073,USC00506144,0.0,68.6333,-149.5667,747.1,172.0
6808,USC00505780,1.0,61.5778,-149.565,107.6,170.0
10531,USC00501497,13.0,68.0781,-149.5647,990.6,172.0
28910,USC00508815,6.0,61.25,-149.55,1214.0,170.0
25213,USC00502645,10.0,61.3192,-149.5436,172.8,170.0
10641,USR0000ASIT,10.0,61.2583,-149.5283,1196.0,170.0
17972,USC00505895,1.0,60.5333,-149.5167,200.9,170.0
10539,USC00502638,1.0,61.3167,-149.5,228.9,170.0
21612,USC00503210,7.0,68.4833,-149.4833,812.6,172.0
19384,FP000091954,21.0,-23.35,-149.483,3.0,2.0
6825,USC00508648,5.0,61.2833,-149.4667,335.9,170.0
3096,USC00509763,5.0,61.5833,-149.45,107.0,170.0
25214,USC00502656,22.0,61.2967,-149.44,151.8,170.0
14206,USC00502648,7.0,61.2225,-149.4386,652.3,170.0
6839,USC00509759,51.0,61.5333,-149.4333,15.2,170.0
14230,USC00506086,4.0,61.3,-149.4333,305.1,170.0
28885,USC00505735,4.0,61.5333,-149.4333,14.9,170.0
17964,USC00504971,12.0,64.1942,-149.4314,243.8,172.0
21628,USC00505894,42.0,60.5028,-149.4261,150.0,170.0
17991,USC00509767,0.0,61.6508,-149.4192,148.1,170.0
22093,USW00026438,99.0,60.1283,-149.4167,6.7,170.0
21627,USC00505883,18.0,61.4253,-149.4075,123.4,170.0
25308,USR0000AKLK,17.0,60.3667,-149.4,144.8,170.0
25267,USC00509765,16.0,61.6167,-149.4,152.4,170.0
3093,USC00508377,24.0,60.3539,-149.3483,157.9,170.0
25199,USC00500302,38.0,61.6244,-149.3397,139.6,170.0
3045,USC00502717,14.0,61.45,-149.3333,9.1,170.0
10540,USC00502737,12.0,61.4494,-149.3231,195.1,170.0
10548,USC00503914,0.0,61.8,-149.3,1068.0,170.0
21689,USR0000AGRN,15.0,60.7275,-149.287,156.1,170.0
6781,USC00502642,11.0,61.2344,-149.2708,158.5,170.0
6807,USC00505733,96.0,61.5664,-149.2542,52.4,170.0
25241,USC00505527,2.0,61.7103,-149.2317,274.9,170.0
3065,USC00505734,7.0,61.6167,-149.2167,107.0,170.0
14226,USC00505728,13.0,61.65,-149.2,128.0,170.0
14234,USC00506875,7.0,61.65,-149.2,192.0,170.0
3042,USC00502393,4.0,60.9667,-149.1833,110.0,170.0
6773,USC00502015,3.0,64.2453,-149.1828,196.9,172.0
6782,USC00502730,44.0,61.4667,-149.1667,11.6,170.0
6788,USC00503283,11.0,60.9333,-149.1667,6.1,170.0
21592,USC00500707,41.0,61.5633,-149.1542,38.7,170.0
14207,USC00502725,29.0,61.4,-149.15,267.9,170.0
29350,USW00026414,39.0,63.3333,-149.1333,734.9,172.0
10546,USC00503628,5.0,62.85,-149.1167,732.1,172.0
10523,USC00500243,42.0,60.9583,-149.1108,82.9,170.0
14227,USC00505731,14.0,61.6167,-149.1,67.1,170.0
10526,USC00500702,4.0,61.5333,-149.1,11.9,170.0
28894,USC00506871,23.0,61.6167,-149.1,67.1,170.0
3079,USC00506870,57.0,61.5889,-149.0992,65.8,170.0
18413,USW00025331,15.0,61.5961,-149.0917,70.1,170.0
17973,USC00506874,0.0,61.5333,-149.0833,54.9,170.0
10568,USC00507352,19.0,61.5333,-149.0833,20.4,170.0
10558,USC00505721,12.0,61.5333,-149.0833,54.9,170.0
21633,USC00506873,5.0,61.5333,-149.0833,31.1,170.0
3540,USW00026435,79.0,64.55,-149.0717,109.7,172.0
14193,USC00501180,5.0,61.5378,-149.0561,26.8,170.0
25251,USC00506872,2.0,61.5833,-149.05,39.9,170.0
3036,USC00502005,25.0,64.3547,-149.0436,150.9,172.0
25239,USC00505464,28.0,61.6267,-149.0364,223.4,170.0
14261,USC00509452,3.0,60.6833,-149.0333,-999.9,170.0
17955,USC00503585,31.0,63.8717,-149.0169,448.1,172.0
21593,USC00501175,8.0,61.5836,-149.0056,75.0,170.0
14237,USC00507494,11.0,60.8167,-148.9833,12.2,170.0
28847,USC00500040,7.0,61.7,-148.9833,253.0,170.0
3083,USC00507486,11.0,60.85,-148.9833,11.9,170.0
10567,USC00506876,2.0,61.7,-148.9833,253.0,170.0
3067,USC00505778,89.0,63.7175,-148.9692,630.9,172.0
3049,USC00503581,6.0,63.8453,-148.9436,379.2,172.0
3072,USC00506089,0.0,63.7333,-148.9167,527.9,172.0
25261,USC00508915,34.0,61.7139,-148.9089,167.6,170.0
17932,USC00500238,8.0,61.7167,-148.9,139.9,170.0
14194,USC00501243,27.0,63.3953,-148.895,649.8,172.0
21636,USC00508130,5.0,68.7608,-148.8731,496.8,172.0
10527,USC00501244,7.0,63.3725,-148.8442,689.5,172.0
7260,USW00026492,14.0,60.785,-148.8389,31.4,170.0
14238,USC00507502,10.0,60.7833,-148.8333,32.0,170.0
25224,USC00503558,5.0,69.1667,-148.8333,289.0,172.0
28890,USC00506093,0.0,63.65,-148.8,625.1,172.0
21645,USC00509142,3.0,63.6167,-148.7833,630.9,172.0
28956,USR0000ALIV,13.0,65.4236,-148.7217,137.2,172.0
21649,USC00509829,52.0,60.7764,-148.6858,18.3,170.0
6787,USC00503184,3.0,69.7167,-148.6833,109.1,172.0
14306,USR0000AHOD,20.0,66.7417,-148.6767,327.7,172.0
10584,USC00509769,6.0,65.4667,-148.6667,131.1,175.0
18035,USR0000ACHA,20.0,65.0167,-148.5833,442.0,175.0
10555,USC00505534,22.0,65.5225,-148.5497,197.8,175.0
25238,USC00505354,2.0,67.5,-148.5,579.1,175.0
28858,USC00501492,37.0,67.5111,-148.4925,577.6,175.0
22097,USW00027406,14.0,70.1917,-148.4772,18.6,175.0
28971,USR0000ATTA,7.0,64.4044,-148.4622,169.5,175.0
10533,USC00501662,18.0,61.8,-148.45,284.1,173.0
14243,USC00507780,14.0,70.25,-148.3333,22.9,175.0
10552,USC00504621,17.0,64.9156,-148.2711,487.7,175.0
28913,USC00509038,1.0,65.3844,-148.2486,289.6,175.0
25242,USC00505604,30.0,60.5181,-148.093,17.4,173.0
10583,USC00509747,11.0,60.7986,-148.0872,10.7,173.0
25255,USC00507738,32.0,60.0503,-148.0672,12.2,173.0
25218,USC00502876,0.0,64.7694,-148.0464,241.1,175.0
14209,USC00502868,8.0,64.8758,-148.0439,663.5,175.0
3151,USR0000ANEW,14.0,66.1617,-148.0383,142.6,175.0
10542,USC00502872,2.0,64.7919,-148.0367,352.0,175.0
17948,USC00502870,10.0,64.8464,-148.0256,199.6,175.0
14202,USC00502222,4.0,60.0667,-147.9833,21.0,173.0
3150,USR0000ALOS,8.0,66.0425,-147.9714,213.4,175.0
6776,USC00502114,1.0,64.8264,-147.9589,273.4,175.0
14236,USC00507447,1.0,60.4333,-147.9333,3.0,173.0
14210,USC00502871,15.0,64.9111,-147.9242,192.0,175.0
6784,USC00502873,2.0,64.9133,-147.9139,195.1,175.0
21624,USC00505454,31.0,60.05,-147.9,14.9,173.0
14200,USC00502112,36.0,64.925,-147.8803,298.1,175.0
11031,USW00026411,65.0,64.8039,-147.8761,131.7,175.0
6790,USC00503368,0.0,64.8939,-147.8753,175.9,175.0
21610,USC00502965,13.0,64.8172,-147.8739,130.1,175.0
6837,USC00509641,108.0,64.8569,-147.8611,144.8,175.0
21597,USC00501557,12.0,64.83,-147.8525,340.5,175.0
21603,USC00502107,63.0,64.8603,-147.8483,182.0,175.0
21604,USC00502110,3.0,64.8922,-147.8453,256.9,175.0
29352,USW00026436,13.0,60.7667,-147.8,11.9,173.0
6815,USC00507108,2.0,64.8922,-147.7961,229.8,175.0
14211,USC00502970,13.0,64.8342,-147.7911,134.1,175.0
3064,USC00505602,7.0,59.8833,-147.75,14.0,173.0
3029,USC00500490,9.0,64.8553,-147.7217,135.0,175.0
25219,USC00502964,1.0,65.1178,-147.6856,298.7,175.0
18417,USW00026439,23.0,61.8,-147.6833,694.9,173.0
17950,USC00503181,8.0,64.9592,-147.6261,236.2,175.0
10626,USR0000AFAI,23.0,64.8367,-147.615,138.4,175.0
25237,USC00505318,16.0,64.8333,-147.6,139.9,175.0
29349,USW00026403,12.0,64.85,-147.5833,148.1,175.0
6828,USC00508945,23.0,61.8167,-147.55,798.6,173.0
21644,USC00509139,2.0,63.1333,-147.5333,777.8,175.0
25222,USC00503275,33.0,64.9767,-147.5211,288.0,175.0
25205,USC00501240,34.0,61.0183,-147.5147,25.9,173.0
29354,USW00026494,10.0,64.9736,-147.51,347.5,175.0
25304,USR0000ACCR,19.0,65.1892,-147.5003,480.1,175.0
25987,AYW00067402,0.0,-76.2667,-147.5,591.0,2.0
225,AYW00067401,0.0,-79.25,-147.5,651.1,2.0
25258,USC00508409,9.0,61.8125,-147.4992,847.3,173.0
28854,USC00500653,3.0,66.3597,-147.4014,108.2,175.0
14213,USC00503160,13.0,65.0033,-147.3408,494.1,175.0
14231,USC00506581,44.0,64.7581,-147.3253,144.8,175.0
25223,USC00503473,8.0,61.9,-147.3,901.9,173.0
17992,USC00509891,6.0,64.7803,-147.275,146.3,175.0
17970,USC00505873,6.0,65.1906,-147.2542,228.6,175.0
25240,USC00505516,9.0,64.8833,-147.25,161.5,175.0
21589,USC00500237,2.0,63.0428,-147.2478,944.9,175.0
25245,USC00505879,3.0,65.2,-147.2,267.9,175.0
28868,USC00502952,13.0,61.95,-147.1667,1018.9,173.0
3069,USC00505880,13.0,65.2222,-147.1667,292.6,175.0
28867,USC00502707,62.0,64.6667,-147.1,166.7,175.0
14710,USW00026407,22.0,64.6833,-147.0833,173.1,175.0
25256,USC00508140,26.0,64.4942,-146.9767,207.3,175.0
28916,USC00509489,17.0,64.8656,-146.9542,184.4,175.0
25248,USC00506270,4.0,61.9833,-146.8667,757.7,173.0
21640,USC00508556,8.0,61.9833,-146.7833,747.1,173.0
6901,USR0000AVUN,11.0,66.7981,-146.7158,160.0,175.0
21648,USC00509502,2.0,62.5167,-146.7,723.0,173.0
14255,USC00508594,44.0,62.0303,-146.6931,704.7,173.0
28884,USC00505397,14.0,62.4528,-146.6789,723.9,173.0
6770,USC00501308,29.0,60.2333,-146.65,56.4,173.0
21702,USR0000AREN,10.0,62.71,-146.6181,792.5,173.0
28883,USC00505364,1.0,62.3,-146.5833,747.1,173.0
14262,USC00509694,4.0,67.0,-146.5667,189.0,175.0
